centre_protocol,position,a_major_fw,b_major_rv,c_minor_fw,d_minor_rv,sample_count,total_reads,p_combined,low_sample_flag,low_reads_flag,zero_cell_flag,low_expected_flag,pseudo_count_flag,underpowered_flag,q_value
NORT_ARTIC_3,437,869,176,7,3,1,1055,0.3869773254689972,True,False,False,True,False,True,1.0
NORT_ARTIC_3,439,867,174,8,4,1,1053,0.12910278872756642,True,False,False,True,False,True,1.0
NORT_ARTIC_3,574,267,945,7,12,1,1231,0.1595574772531386,True,False,False,True,False,True,1.0
NORT_ARTIC_3,641,169,765,1,10,1,945,0.6995401518455687,True,True,False,True,False,True,1.0
NORT_ARTIC_3,778,849,176,10,1,1,1036,0.7009781067863281,True,False,False,True,False,True,1.0
NORT_ARTIC_3,921,250,945,2,9,1,1206,1.0,True,False,False,True,False,True,1.0
NORT_ARTIC_3,951,2037,5961,46,63,6,8107,0.0001527014866935577,True,False,False,False,False,True,0.006458979230432311
NORT_ARTIC_3,1005,9261,9711,85,82,8,19139,0.6410214662770567,True,False,False,False,False,True,1.0
NORT_ARTIC_3,1134,558,361,5,4,1,928,0.7441477243653327,True,True,False,True,False,True,1.0
NORT_ARTIC_3,1229,228,864,4,7,1,1103,0.2572455714191061,True,False,False,True,False,True,1.0
NORT_ARTIC_3,1311,458,571,5,8,1,1042,0.7826416991164507,True,False,False,False,False,True,1.0
NORT_ARTIC_3,1417,383,245,7,2,1,637,0.4938716109544555,True,True,False,True,False,True,1.0
NORT_ARTIC_3,1767,353,330,0,0,1,683,1.0,True,True,True,True,False,True,1.0
NORT_ARTIC_3,1771,825,785,10,11,2,1631,0.8276741535088648,True,False,False,False,False,True,1.0
NORT_ARTIC_3,1845,173,745,3,7,1,928,0.4114276776320319,True,True,False,True,False,True,1.0
NORT_ARTIC_3,1867,1558,1783,8,17,2,3366,0.16254147334350816,True,False,False,False,False,True,1.0
NORT_ARTIC_3,1873,3005,2537,19,24,2,5585,0.21947765866113306,True,False,False,False,False,True,1.0
NORT_ARTIC_3,2239,4255,1507,28,8,2,5798,0.7054532438311001,True,False,False,False,False,True,1.0
NORT_ARTIC_3,2402,1109,1257,8,12,1,2386,0.6547255799067291,True,False,False,False,False,True,1.0
NORT_ARTIC_3,2405,1116,1261,8,10,1,2395,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_3,2417,2919,3313,22,14,2,6268,0.09544854827835977,True,False,False,False,False,True,1.0
NORT_ARTIC_3,2425,920,1419,5,14,1,2358,0.3461569451204466,True,False,False,False,False,True,1.0
NORT_ARTIC_3,2432,904,2064,8,9,1,2985,0.1839503930389726,True,False,False,False,False,True,1.0
NORT_ARTIC_3,2439,863,2165,5,13,1,3046,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_3,2440,857,2158,7,11,1,3033,0.30788068064598173,True,False,False,False,False,True,1.0
NORT_ARTIC_3,2444,841,2152,11,19,1,3023,0.3103355230101467,True,False,False,False,False,True,1.0
NORT_ARTIC_3,2446,1663,4224,12,24,2,5923,0.5774693704251916,True,False,False,False,False,True,1.0
NORT_ARTIC_3,2489,1064,2536,7,16,2,3623,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_3,2497,885,2496,50,14,2,3445,1.3819166414593239e-17,True,False,False,False,False,True,1.321532892560775e-15
NORT_ARTIC_3,2501,650,1556,7,12,1,2225,0.4589888683562583,True,False,False,False,False,True,1.0
